"","GEOID","numberCrimes","STATEFP","COUNTYFP","TRACTCE","NAME","NAMELSAD","MTFCC","FUNCSTAT","ALAND","AWATER","INTPTLAT","INTPTLON","name","state","county","tract","TOTAL","MEDIANHOUSEINCOME","BLACK","UNEMPLOYED","INLABORFORCE","POVERTY"
"115","36067004900",4,"36","067","004900","49","Census Tract 49","G5020","S",796558,57084,"+43.0261098","-076.1769245","Census Tract 49, Onondaga County, New York","36","067","004900",1409,34402,379,34,530,512
"116","36067004900",4,"36","067","004900","49","Census Tract 49","G5020","S",796558,57084,"+43.0261098","-076.1769245","Census Tract 49, Onondaga County, New York","36","067","004900",1409,34402,379,34,530,512
"117","36067004900",4,"36","067","004900","49","Census Tract 49","G5020","S",796558,57084,"+43.0261098","-076.1769245","Census Tract 49, Onondaga County, New York","36","067","004900",1409,34402,379,34,530,512
"118","36067005000",6,"36","067","005000","50","Census Tract 50","G5020","S",1149255,45948,"+43.0290957","-076.1697335","Census Tract 50, Onondaga County, New York","36","067","005000",2662,70132,690,184,1608,364
"119","36067005000",6,"36","067","005000","50","Census Tract 50","G5020","S",1149255,45948,"+43.0290957","-076.1697335","Census Tract 50, Onondaga County, New York","36","067","005000",2662,70132,690,184,1608,364
"120","36067005000",6,"36","067","005000","50","Census Tract 50","G5020","S",1149255,45948,"+43.0290957","-076.1697335","Census Tract 50, Onondaga County, New York","36","067","005000",2662,70132,690,184,1608,364
"121","36067005000",6,"36","067","005000","50","Census Tract 50","G5020","S",1149255,45948,"+43.0290957","-076.1697335","Census Tract 50, Onondaga County, New York","36","067","005000",2662,70132,690,184,1608,364
"122","36067005100",12,"36","067","005100","51","Census Tract 51","G5020","S",804289,0,"+43.0236890","-076.1604174","Census Tract 51, Onondaga County, New York","36","067","005100",2119,24595,1201,146,864,790
"123","36067005100",12,"36","067","005100","51","Census Tract 51","G5020","S",804289,0,"+43.0236890","-076.1604174","Census Tract 51, Onondaga County, New York","36","067","005100",2119,24595,1201,146,864,790
"124","36067005100",12,"36","067","005100","51","Census Tract 51","G5020","S",804289,0,"+43.0236890","-076.1604174","Census Tract 51, Onondaga County, New York","36","067","005100",2119,24595,1201,146,864,790
"125","36067005100",12,"36","067","005100","51","Census Tract 51","G5020","S",804289,0,"+43.0236890","-076.1604174","Census Tract 51, Onondaga County, New York","36","067","005100",2119,24595,1201,146,864,790
"126","36067005200",4,"36","067","005200","52","Census Tract 52","G5020","S",693128,0,"+43.0321901","-076.1590507","Census Tract 52, Onondaga County, New York","36","067","005200",2075,24219,1467,167,760,844
"127","36067005200",4,"36","067","005200","52","Census Tract 52","G5020","S",693128,0,"+43.0321901","-076.1590507","Census Tract 52, Onondaga County, New York","36","067","005200",2075,24219,1467,167,760,844
"128","36067005200",4,"36","067","005200","52","Census Tract 52","G5020","S",693128,0,"+43.0321901","-076.1590507","Census Tract 52, Onondaga County, New York","36","067","005200",2075,24219,1467,167,760,844
"129","36067005200",4,"36","067","005200","52","Census Tract 52","G5020","S",693128,0,"+43.0321901","-076.1590507","Census Tract 52, Onondaga County, New York","36","067","005200",2075,24219,1467,167,760,844
"130","36067005400",15,"36","067","005400","54","Census Tract 54","G5020","S",747726,0,"+43.0245237","-076.1455633","Census Tract 54, Onondaga County, New York","36","067","005400",2842,29423,2162,254,1111,1292
"131","36067005601",2,"36","067","005601","56.01","Census Tract 56.01","G5020","S",1649076,7491,"+43.0233022","-076.1210584","Census Tract 56.01, Onondaga County, New York","36","067","005601",1399,77344,176,39,864,156
"132","36067005601",2,"36","067","005601","56.01","Census Tract 56.01","G5020","S",1649076,7491,"+43.0233022","-076.1210584","Census Tract 56.01, Onondaga County, New York","36","067","005601",1399,77344,176,39,864,156
"133","36067005601",2,"36","067","005601","56.01","Census Tract 56.01","G5020","S",1649076,7491,"+43.0233022","-076.1210584","Census Tract 56.01, Onondaga County, New York","36","067","005601",1399,77344,176,39,864,156
"134","36067005700",4,"36","067","005700","57","Census Tract 57","G5020","S",1356595,0,"+43.0152012","-076.1636184","Census Tract 57, Onondaga County, New York","36","067","005700",1846,42266,1018,115,933,351
"135","36067005700",4,"36","067","005700","57","Census Tract 57","G5020","S",1356595,0,"+43.0152012","-076.1636184","Census Tract 57, Onondaga County, New York","36","067","005700",1846,42266,1018,115,933,351
"136","36067005700",4,"36","067","005700","57","Census Tract 57","G5020","S",1356595,0,"+43.0152012","-076.1636184","Census Tract 57, Onondaga County, New York","36","067","005700",1846,42266,1018,115,933,351
"137","36067005700",4,"36","067","005700","57","Census Tract 57","G5020","S",1356595,0,"+43.0152012","-076.1636184","Census Tract 57, Onondaga County, New York","36","067","005700",1846,42266,1018,115,933,351
"138","36067005700",4,"36","067","005700","57","Census Tract 57","G5020","S",1356595,0,"+43.0152012","-076.1636184","Census Tract 57, Onondaga County, New York","36","067","005700",1846,42266,1018,115,933,351
"139","36067005800",10,"36","067","005800","58","Census Tract 58","G5020","S",860682,0,"+43.0199057","-076.1526432","Census Tract 58, Onondaga County, New York","36","067","005800",2569,28803,1799,165,993,1211
"140","36067005800",10,"36","067","005800","58","Census Tract 58","G5020","S",860682,0,"+43.0199057","-076.1526432","Census Tract 58, Onondaga County, New York","36","067","005800",2569,28803,1799,165,993,1211
"141","36067005800",10,"36","067","005800","58","Census Tract 58","G5020","S",860682,0,"+43.0199057","-076.1526432","Census Tract 58, Onondaga County, New York","36","067","005800",2569,28803,1799,165,993,1211
"142","36067005800",10,"36","067","005800","58","Census Tract 58","G5020","S",860682,0,"+43.0199057","-076.1526432","Census Tract 58, Onondaga County, New York","36","067","005800",2569,28803,1799,165,993,1211
"143","36067005800",10,"36","067","005800","58","Census Tract 58","G5020","S",860682,0,"+43.0199057","-076.1526432","Census Tract 58, Onondaga County, New York","36","067","005800",2569,28803,1799,165,993,1211
"144","36067006000",10,"36","067","006000","60","Census Tract 60","G5020","S",3689383,18431,"+42.9982727","-076.1563154","Census Tract 60, Onondaga County, New York","36","067","006000",3763,40769,1524,172,1808,760
"145","36067006000",10,"36","067","006000","60","Census Tract 60","G5020","S",3689383,18431,"+42.9982727","-076.1563154","Census Tract 60, Onondaga County, New York","36","067","006000",3763,40769,1524,172,1808,760
"146","36067006000",10,"36","067","006000","60","Census Tract 60","G5020","S",3689383,18431,"+42.9982727","-076.1563154","Census Tract 60, Onondaga County, New York","36","067","006000",3763,40769,1524,172,1808,760
"147","36067006000",10,"36","067","006000","60","Census Tract 60","G5020","S",3689383,18431,"+42.9982727","-076.1563154","Census Tract 60, Onondaga County, New York","36","067","006000",3763,40769,1524,172,1808,760
"148","36067014200",7,"36","067","014200","142","Census Tract 142","G5020","S",2724825,0,"+43.0826197","-076.1289803","Census Tract 142, Onondaga County, New York","36","067","014200",3721,50250,175,181,1945,742
